25 cent piece	binting
censorious	managdilaw
census	bilang ti agnanae iti ili
census	sensus
centennial	maikasangagasut a taen
center	sentro
centerpiece	kateng-
center	sentro
center	tengnga
centipede	gayaman
central	katengngaan
central	sentro
century	sangagasut a tawen
cereal	a kas bunga ti pagay
cereal	bunga
cereal	trigo
ceremonious	magaraem
ceremonious	nangangayed
ceremony	seremonia
ceremony	panangrambak
certainly	agpayso
certainly	siempre
certainly	sipupudno
certain	napudno
certificate	kalagdaan
certificate	sertipiko
certify	pamamalagda
chagrin	dukot
chain	kadena
chain	kawar
chain	ikadena
chain	ikawas
chain	kawar
chain saw	agtestes
chairman	agar-aramid iti tugaw
chairman	pangula
chair	pagtugawan
chair	palangka
chair	tugaw
chalk line	paltik (littik)
chalk	tisa
challenge	karit
challenge	karit
chamber	kuarto
chamber	siled
chameleon	maysa a kita ti alutiit nga agbaliw ti marisna
champion	kampeon
champion	nangabak
chance	gasat
change	baliwan
change color	burik
change	ibabaro
change	masukat
change	panagbaliw
Changes light to night (dusk).	Ahinagaw ti sipnget ken lawag.
change	supli
change	suplian
channel	kanal
channel	pagayusan ti danum
chant	ayug
chant	kanta
chant	panagkanta
chaperon	kakuyog ti babai iti himong
chapter	kapitulo
chapter	paset
character	kababalin
character	kitana a tao
charcoal pile	pugon
charcoal	uhing
charcoal	uring
chargeable	mabalin a pagbayaden
chargeable	mabalin a singiren
charge	bayad
charge	pagbayaden
charge	singiren
chariot	karuahe
chariot	pagluganan
charity	asi
charity	panangngaasi
charm	kayaw
charm	kayawan
charter	dokumento ti linteg
charter	pammalubos
chase	agkamat
chase	kamaten
chase	panangkamat
chase	panangtiliw
chase	tiliwen
chastity	kinadalus
chauffer	agmanmaneho iti auto
chauffer	tsoper
cheap	anbaba ti pategna
cheap	nalaka
cheap	nalaka
cheat	agsaur
cheat	alilawen
cheat	kusiten
check	tseke
checker	agkitkita
checker	guardia
check	kitaen
check	marka
check	pagsardengen
cheek	ping-ping
cheeks	ping-ping
cheerless	awanan iti ragsek
cheerless	naladingit
cheerless	naliday
cheer	liliwa
cheer	ragsak
cheese	keso
cheese	kuesa
cheese	kiso
chemise	kamison
chemist	kimiko
chemistry	kimika
cherish	ipateg
cherrful	makaliwliwa
cherrful	maragasak
chest	barukong
chest	barukong
chest	lakasa
chestnut	kastanas
chew	agngalngal
chew betel nut	agmama
chew cud	agngatingat
chew	karat-om
chew	ngalngalen
chewy	nakilnet
chicken feathers or hair	dutdut
chicken flea	ulmog
chicken-hearted	nakapuy a pikanakem
chicken-hearted	takrot
chicken	manok
chicken	manok
chicken scratching	karaykayen
chicken	upa
chicken wattles	lambi-lambi
chick	piek
chief clerk	pangulo nga eskribiente
child	anak
childbirth	pannakayanak
childhood	panawen ti panagubing
childless	awanan iti anak
child	putot
children	ubing
child	ubbing
child	ubing
chili pepper	sili
chill	lamek
chill	lamiis
chime	a kas uni ti kampana
chime	batingting
chime	timek
Chinese person	insik
chin	timid
chisel	paet
chock wheel	ikelso
choice	kayat
choice	pili
choice	salunat
choir	koro dahiti agkankanta
choke	bekkelen
choke	pasardengen
choose	agpili
choose	mapili
choose	pilien
choosy	managpili
chop	agbalsig
chop	balsihen
chop	gupongen
chopping block	langdet
chop	pisien
chop	tadtaden
christ	Cristo
christian	Critiano
christ	Jesu-Cristo
christmas	Paskua
church	iglesia
church	simbaan
cicada	kundidit
cicada	riari
cigarette	sigarilio
circle	nagbungkel
circle	sosiedad
circular	nagtimbukel
circular	surat
circumcise	agkohit
circumstances	kasasaad
circumstances	pasamak
citizenship	pannakipahili
citizen	umili
city	siudad
civic	maipanghep iti ili
civilize	sursuruan
civil	nadayaw
claim	tunton
claim	tuntonen
clam	bennek
clam	kappo
clam	maysa kadahiti aramaten ti karpentero a pahipit
clammy	nalamilis
clammy	napigket
clap	panagsipat
clap	sipat
clasp	pananghihem
clasp	petpetan
class	klas
classic	gapuanan nga addan iti agnanayon a pateg
classic	manmano
classification	dasig
classification	panaglalasin
class	kalse
class	kita
clatter	tagari
clatter	timek
clatter	uni
clause	kanayonan ti sentensia (sentensia in grammar) nga addaan ti masasao
clause	naganken aramid
claw	a kas kuko ti kali
claw	kuko
claw	pinger nails
clay	sekka
clean	agkutikut
clean	agsalingsing
clean	agwagwag
clean	ampaten
clean	dalusan
cleaner	agdaldalus
clean	nadalos
clean	nadalus
clean	urnongen
clearance	pananglawag
clearance	pannakadalus
clear	nalawag
clear	nalitnaw
clear	naraniag
clear throat	agseg-am
clemency	pammakawan
clerk	eskribiente
clever	masirib
clever	nalaing
clever	nasaririt
click	kanakaliing
cliff	natangken ken rusod a deraas ti bantay
cliff	rangkis
cliff	tipang
climate	klima
climate	tawen
climate	tiempo
climax	paset a makapikapik
climb	ngumato
climb	sumagpat
climb	sumang-at
climb	umuli
climb	um-uli
clinch	panagngariet
clinch	panangreppet
clinch	ti panangpetpet
cling	agbati
cling	kumpet
clinic	klinika
clinic	pangagasan
clitoris	mani-mani
clitoris	tuldi
cloak	kagay
cloak	pagkagay
clock	n reloh
clock or watch	relos
clock	relo
clog	panagtangken
close eyes	agkidem
close	irikep
close	nadikket
closer	agdidikket
closer	agsedsed
close	rikpan
close	seraan
closet	bassit a siled
close-up	ladawan a naala iti asideg
clothe	baduan
clothe	lupotan
clothes	bado
clothesline	pagbalaybayan iti lupot
clothing	badbado
clothing	kawes
clothing	bestido
cloth	luplupot
cloth	lupot
cloth	nisnis
cloud	ulap
cloud	ulep
cloudy	naulep
clown	managpakatawa
clown	mangrabrabak
club	klub
club	pang-or
club	wenno timpuyog
clue	pahilasinan
clue	tanda
cluster	bulig
cluster	punggos
clutch	iggaman
coach	auto
coach	mahisuro
coach	manarabay
coachman	koatsero
coach	mannursuro
coalition	panagmaymaysa
coalition	panagtitimpuyog
coarseness	kinadakkel
coarseness	kinagaspang
coast	ihid ti baybay
coat	Amerikkaan
cock	kawitan
cockeyed	pangkis
cockpit	bulangan
cockpit	galera
cockroach	ipes
cockroach	sipet
cocks comb	tapingar
coconut balls	bokayo
coconut beetle	barairong
coconut husk floor polisher	lumpaso
coconut	niog
coconut oil	lana
coconut tree	iniug
cod	bakalaw
coercion	panangbuteng
coercion	panangpilit
coffee	kape
coffee	kapi
coffee maker	kapateria
coffin	longon
coffin	lungon
coinage	pangaramid iti kuarta
coin	kuarta
coin	pirak
coins	barya
cold	agpanateng
cold	mahináw
cold	malamig
cold	malamiis
cold	malammin
cold	nalam-ek
cold	nalam-ek
cold	nalamiis
cold	nalami-is
cold	nalamin
cold	nalamis
cold	nalammin
collage	tae
collapse	margaay
collapse	marpuog
collar	tengnged
collect debt	agsingir
collection	dagup
collection	nasingiran
collector	agsingsingir
collector	mangumeng
collect	singiren
collect	tiponen
college	kolehio
collide	matim-og
collision	n panagdungpar
color	maris
column	adihi
column	binatog
combat	apaen
combat	dangadang
combat	ranget
combat	susiken rangeten
combination	panaglalaok ti nadumaduma a banag
combination	panagtitipon
combine	pagmaymaysaen
combine	pagtiponen
comb	sagaysay
combustible	kaayo-ayo ti apuy
combustible	mabiit a mauram
come	datingan
come	datnan
come	dumating
come	makatoi
comet	bandus
comet	dulaw
come	umay
come	uneg
comfortable	nanam-ay
comfort	da kinita i hay
comforter	magraragsak
comforter	mangliwliwa
comfort	liwliwaen
comfort	nam-ay
comfort	pagnam-ayen
comical	nakakatkatawa
comic	komika
comic	makapagkatawa
command	bilinen
commander	pangulo
commander	ti agbilin
commemoration	pananglahip
commence	iruhi
commencement	ayayam
commencement	panangruhi ti maudi a paset ti programa
commencement	wenno daduma a banag
commend	kongratulation
commend	dawayen
commend	idayaw
comment	panangdilaw
commerce	komersio
commerce	panaglako
commercial	maipapan iti panaglako
commissioner	komisionado
commissioner	diputado
commission	ganansia
commission	gunggona
commit	italek
committee	komite
common	kadawyan
common	sapasap
communication	panagsarita
communication	panagsinnarita
communication	surat
community	bario
community	ili
community	kumunidad
community	oraganisation
community	purok
companion	kakadwa
companion	kadua
companion	kadua
companionship	panagkadua
company	aglako
company	kas agpassiar
company	timpuyog ti
compare	ti panangidilig
compare	ti panangparis
compare	ti panangyasping
compartment	benneg
compartment	siled
compassion	asi
compassion	panangngaasi
compatriot	kailian
compel	pileten
compensation	bayad
compensation	ti rebbeng a bayad
compete	agsasalisal
compete	salisalen
compilation	pannakaummong
complain	agdayengdeng
complain	ahipulong
complain	agriri
complaint	reklamo
complain	umasug
complete	anayen
complete	leppasen
complete	naan-anay
complexion	buya ti rupa
complexion	maris ti kudil
compose	buklen
composer	agputar iti tokar
composition	sinuratan wenno dadduma a sinuratan
composition	ti tokar
comprehend	ammuen
comprehend	awaten
comprehension	panangammo
comprehension	panangawat
compute	agkuenta
comrade	kadua
comrade	katalek
comrade	gayyem
conceal	idulin
conceal	ilemmeng
concede	akuen
concede	awaten
concede	ited
conceit	kinatangig
conceit	pakinakem
conceive child	agnginaw
conceive	inawen
conceive	ipato
concentrate	ipamaysa
concentrate	tiponen
concentration	kulongan
concentration	panangipamaysa
conception	kapununotan
conception	inaw
conception	panangawat
concern	biang
concerning	maipanghep
concerning	maipapan
concern	isakit
concern	pannakaseknan
concern	pasdek ti komersio
concern	segga
concert	konsierto
conclude	leppasen
conclusion	gibusna
conclusion	tungpalna
condemn	dusaen
condemn	parigaten wenno ipatay ti basol
conditional	agsadag iti kasasaad
condition	kasasaad
conduct	ituhod
conduct	iturong
conduct	tignay
conduct	ugali
confection	nasam-it
confection	sinam-it
confederation	panagkakadua
conference	purok
conference	taripnong
confer	makisango
confer	makisarita
confession	konpesar
confession	panangisarita
confession	pangangipudno
confess	ipalgak
confess	ipudno
confidence	pammati
confidence	panagtalek
confidence	talek
confidence	talek
confidential	nalimed
confine	ipupok
confirmation	pammatalhed
confirm	paneknekan
confirm	patalhedan
confiscate	agawen
confiscate	alaen babaen ti linteg
conflict	panagbinnusor
conflict	susik
confusion	gulo
confusion	riribuk
congestion	panagadu unay
congestion	panaglilinnipit
congratulate	kablaawan
congress	kongreso
congressman	kongresista
congressman	representante
congress	pagaramidan iti linteg
conjecture	pugto
conjugal	maipapan iti kalaysa
connect	inayon
connection	nayon
connection	panagsilpo
connect	isilpo
connector word	nga
connivance	panagtunos
connivance	pannakitinnarus
connive	makitinnarus
connive	makitunos
conqueror	nangabak
conqueror	nangatiw
conqueror	nangparmek
conquer	panangabak
conquer	skupen
conquest	panangabak
conquest	panangparmek
conscience	kapanunotan
conscience	nakem
conscience	rikna
conscientious	managpanunot
conscientious	naa-naanus
conscientious	nagahet
conscript	paglistaan kadahiti maipapilit nga agsoldado
consensus	panagkaykaysa
consensus	panagtunos
consequence	nagbanagan
considerable	nawadwad
consideration	panagpanunot
consideration	panangpanunot
consider	panunoten
consider	usihen
consist	buklen
consistent	nakilnet
consist	launen
consolation	liliwa
consolation	pangraragsak
constant	agnanayon
constant	kanayon
constant	di bumaliw
constitution	linteg ti timpuyog
constitution	pagalagadan
construct	agpatakder
construct	aramiden
construction	panangaramid
construction	panangipatakder
construct	ipatakder
consultation	panangdawat iti balakad
consultation	pannakisao
consult	imtuoden
contagious	makaalis
contagious	makaalis
contain	buklen
contain	laonen
contaminate	ikkan iti ruhit
contaminate	mulitan
contempt	gura
contempt	ibubusor
contend	ipapilit
contend	itakderan
content	mapnek
content	maragsakan
content	naiyebkas
contents	linaon
contents	nagyan
contents	naipauneg
contest	agsasalisal
contest	salip
contest	salipen susiken
contest	salisal
contest	salisalen
continue	ituloy
continue	maituloy
continue	maituluy
continue	sihi
continue	walang patid
contour	langa
contour	urnos
contract	kontrata
contractor	makitulag
contractor	nagaramid kontratista
contract	tulag
contradiction	maikaniwas nga aramid
contradiction	sungani
contrary	maikaniwas iti maysa a banag
contrast	kasupadi
contrast	gidiat
contrasting	maigdiat
contrasting	maisupadi
contrive	aramiden
contrive	ipamuspusan
controller	agtengtengngel
controller	agturay
control	panangtengngel
controversy	panagbinuosor
controversy	susik
convalescent	agpapalaing
convalescent	agpapaungar
convenient	mainugot
convenient	nanamay
convenient	nasayaat
conventional	maisurot'iti linteg
convention	konbension
convention	taripnong
conversant	nalaing nga agsarita
conversation	panagsarita
conversation	panagtungtong
convert	pagbalinen
convert	pagbaliwen
conveyance	lugan a pagbunag
conveyance	panangidanon
convey	ipakaammo
convey	ipaw-it
convey	ited
convict	balud
conviction	pammati
conviction	pannakapabasol
convict	naipato a nagbasol
convince	awisen
convince	uyotan
convivial	naragsak
convivial	narambak
cook	agluto
cook	kosinero
cook	luto
cool	naangin
cool	nalam-ek
cool	nalamiis
cooperate	makikadua
cooperate	tumulong
cooperation	panagtitinulong
cop	polisia
copy	kopiaen
copyright	pagpatalhed a kukua ti nag-aramid
copy	tuladen
cord	kordon
cordiality	kinapasig
cordiality	kinaragsak
cordial	nabara
cordial	napasig
cordial	naragsak
cord	lubid
cord	tali
cork	kalub
cork	pulat
cork	tapon
corn	bungal
corner	soli
corner	suli
corn	mais
corn	mais
corn	rubu
corny	maipapan iti mais
corny	nagubsang
corporation	korporasion
corpse	bangkay
corpse	minatay
corpulence	kataba
corpulence	kinalukmeg
correct	husto
correct	panangatur
correct	pananglinteg
correct	tama
correct	tumpak
correspondence	panagsinnurat
correspondence	sarita
correspondence	surat
correspond	makipagsinnurat
corrupt	nakilo
corrupt	nalungsot
corset	barikes
corset	pahirut iti bado
cost	bayad
cost	gatad
costly	nangina
costly	napateg
cotton	kapas
cotton	kapas
cotton	kapasanglay
cotton tree	pinuon ti kapas
couch	pahid-daan
couch	pagtugawan
cough	aguyek
cough	aguyek
council	konseho
council	purok
counsel	mamagbaga
counsel	panmagbaga
count	bilang
count	bilangen
count	bumilang
countenance	langa ti rupa
countenance	rupa
counteract	isususpadi
counteract	supringen
counterfeit	nayulad
counterfeit	parbo
country	away
country	bansa
country	pahilian aruar ti ili
country-people	taga-away
countryside	balasang
county	paset ti ili
county	probinsia
couple	agasawa
couple	dua
courage	pakinakem
courage	tured
course	idalan
course	palabasen
course	patarayen
court	korte
courteous	managraem
courteous	nadayaw
court	pangkukoman
cousin	appit
cousin	kasin-sin
cousin	kasinsin
covenant	tulag
cover	kalub
cover	kalub
cover up	agakkub
covet	apalan
covet	umapal
cowardly	natakrot
coward	natakrot
coward	takrot
cow	baka
crab	agatol
crab	kappi
crab	kappi
crack	bettak
crack	bettaken
crack	biri
crack	buong
crack	buongen
cracked earth	narengngat ti daga
cracker	biskuit
cracker	galetas
crack	gettang
crack in board	mabistak
cracking	rumanipak
crack knuckles	agrittok
cradle	indayon
cradle	pahiddaan a naigalut iti agsinnumbanihir
cradle	rengngat
cranky	naalidunget
cranky	naunget
crash	panagdungpar
crash	panagtupa
crave	kalaguman
crave	panghepen
craving	kalikagum
craving	pangep
crawl	agkaradap
crawl	agkarayam
crawl	kalatkat
crazy	bagtit
crazy	baliw
crazy	bala
crazy	ler her be
crazy	mait
crazy	muryot
cream	krema
cream	nalaukan a gatas iti nadumaduma a kita ti taraon
create	agaramid
create	pinarsua
creation	aramid
creation	panagparsua
creature	ayup
creature	persus
credit	bayadan
credit	dayaw
credit	utang
creek	waig
crevice	bettak
crevice	biri
crevice	lussok
crew	aglaylayag
crew	dahiti
crew	tattao iti lugan
crib	indayon
crib	pagturogan ti ubbing
cricket	kuriat
cricket	kuriat
cricket	kuryat
cricket	maysa mga ay-ayam dahiti Ingles
cried	nagpukkaw
cried	nagsangit
cried	nangayab
crime	basol
criminal	kriminal
criminal	nagbasol
crimson	malabbasit
crimson	nalabaga
cripple	pilay
cripple	pilayen
cripple	sasa a makapagna
criticism	dilaw
criticism	panangdilaw
criticize	dilawen
criticize	usihen
crocodile	buaya
crop	apiten
crop	dahiti
cross	agtalaytay
cross	bumalasiw
crossing	nagsabatan
cross	kurus
cross	lumasat
crow	agtaraok
crown	balangat
crown	balangatan
crown	korona
crown	koronaan
crow	nslbb
crow	wak
cruel	naranggas
cruel	naulpit
cruelty	kinaranggas
crumb	bassit
crumbling	margaay
crumbling	matulid
crumb	regreg
crumb	sangkabassit
crumbs	marigmig
crumpled	nakunes
crumpled	saan nga aguurnos
crushed bone	manarnar
crush	maipit
crush	nalipit
crush	pabassiten
crush	rumeken
cry	aglua
cry	agsangit
cry	ayab
crying	nagsangsangit
cry	pukkaw
cry	sangit
cry	sangit sui
crystal	kristal
cucumber	pepino
cuff	punios
cultivate	patanoren
cultivate	sukayen
culture	adal
culture	bingayen
culture	sursuro
culvert	imburnal
cunning	managdakes
cunning	masirib
cup	baso
cupboard	bankera
cupboard	pahidulinan iti ka nen wenno pingpinggan
cup	tasa
cup	tasa sartin
cure	agas
cure	agasan
cure	paimbahen
cure	pangpaimbagan
curious	naaya a mangkita wenno mangammo
curly	kulot
currency	kuarta
currency	pirak
current	agdama
current	ayus
current	koriente
curriculum	adalen
curriculum	kurikulum
curse	ilonggo
curse	ilunod
curse	irurumen
cursory	bassit apagbiit
cursory	mabiit
curtain	kortina
curtain	kurtina
curtain	linged
curve	kurba
curve	kilo
curve	sikko
curvey road	Kilokilo ti kalsada
cushion	koltson
cushion	pungan
custom	kadawyan
custom	ugali
cut	hiwain
cut	iwaiwa
cutlery	dahiti maaramat a pagputed
cutlery	natadem a ramit
cut	matikapan
cut	naputed
cut	natukkol
cut	panagputed
cut	pisien
cut	puted
cut	putulin
cut	sugat
cycle	aglikmot
cycle	nagbukel
cycle	panagpusipos
cycle	pannagna ti panawen
cyclone	alipugpog
cymbals	piangpiang
cynical	agduadua
cynosure	pakaituronga unay ti imatang
dad	manong
dad	tatang
daily	inaldaw
dainty	bassit
dainty eater	nakusim
dainty	nadalus
dairymaid	babai nga glalakao iti gatas
dairyman	lalaki nga aglaklakao iti gatas
dairy	paggatasan
damage	dadaelen
damage	dael
damage	pukaw
dame	babai
dame	balasang
damnation	lunod
damnation	unget
Damn it!	Okinnana!
damn	lapdan
damn	pasardengen
damp	babasaen
damp	nabasa
damp	nadam-eg
damp	padam-ehen
damp	palamiisen
dam	puttot
dam	tambak
dam	tambak
dance	agsala
dancer	mannala
dance	sala
dance	sumasala
dance	usar
dandruff	lasi
dangerous	napeggad
danger	peggad
dapper	nasaranta nataer
dare	karit
dare	kariten
dare	padas
dare	padasen
darken	pakudrepen
darken	pasipngeten
dark	nadilem
dark	nalimed
dark	nasignet
dark	nasipnget
darkness	kinasipnget
darkness	singpet
darkness	sipnget
darling	kaayan-ayat
darling	kasimpungalan
darn	daiten
darn	susiran
dart	gayang
dart	pana
dash	napartak a taray
date	mabilang
daughter	anak na babai
daughter	balasang
daughter	basang
daughter-in-law	manugang (babai)
dawdle	agbulakbol
dawdle	agpained iti oras
dawn	parbangon
day	adlaw
day	aldaw
day	araw
daydream	arapaap
daydream	tagtagainep
daze	ulaw
dead	natay
dead	natayen
deaf	sul-ot
deaf	tuleng
dealer	aglaklako
deal	ilako
deal	isukat
deal	makikadua
dear	dungngo
dear	nangina
dear	napateg
death	agbugsut
deathless	agnanayon
deathless	inggat ingana
deathless	saan a matay
death	pannakatay
death	patay
debate	debate
debate	panagsinnungbat
debate	sinnupiat
debt	utang
debut	damo a panagparang iti talaong
decay	rupsa
deceit	panagibod
deceit	panangalilaw
deceive	alilawen
deceive	ulboden
december	Disiembre
decide	ikeddeng
decide	kedngan
decision	keddeng
decision	pangngeddeng
deck	kadsaaran ti sasakayan
deck	kawesan
declaration	panagpalawag
